paragraph_start_line,kind,sentence
4023,narrative,The final claim is therefore deliberately measured.
4023,narrative,"Rhinoform does not predict surgical outcome, but it establishes a reproducible and evidence-backed way to discuss nasal morphology change."
4023,narrative,"It shows where sparse controls can be expanded into dense registered deformation, where residual learning adds value, and where geometric risk requires the preview to be constrained."
4023,narrative,"This is the level of claim supported by the data, and it is the level of claim exposed by the software."
4035,implementation_claim,"A generative-AI assistant was used for code review, cross-checking of numerical results, debugging of the data-access and reproduction pipeline, and organisation of prose."
4035,narrative,It was not used to invent experimental results.
4035,narrative,All numerical claims in this dissertation were independently verified against the committed pair-level metrics and frozen result records.
4035,narrative,"The public release replay was run for its supported headline primary and supplementary analyses; other numerical claims were traced to their committed tables, metadata or per-pair analysis outputs rather than represented as products of that replay command."
4035,narrative,"I remain responsible for all design decisions, experiments and conclusions."
4035,narrative,Related-work references were checked against official conference/journal/DOI records.
4047,narrative,"The work uses the FaceScape dataset, obtained through its official licensed academic access route; no scans are redistributed."
4047,narrative,"The study makes no clinical, surgical, airway, diagnostic or rhinoplasty-planning claim, and no claim about aesthetic preference, demographic groups or identity."
4047,narrative,The method learns and evaluates nasal-shape deformation strictly within the FaceScape registered-mesh distribution and must not be used for medical decision-making.
4047,narrative,"No personally identifying imagery is published; only aggregate, per-identity-anonymised numeric metrics appear in the results."
4047,narrative,No human-subject user study was conducted; a formative study would require the appropriate institutional ethics decision.
4058,narrative,Compute was modest and bounded.
4058,narrative,"The classical and statistical baselines, all metrics and all bootstrap statistics run on CPU in minutes."
4058,quantitative+implementation,"The learned components are small (a 62,371-parameter CVAE proposer and an 11,905-parameter gate); the full 80-epoch gate training run completed in 153\,s of GPU wall-clock on a Colab CUDA runtime ()."
4058,narrative,The retrained LAMM baseline is the single largest training cost of the project and remains within a commodity-GPU budget.
4058,narrative,No large-scale hyper-parameter search or multi-GPU training was used.
4058,narrative,The reported result files are committed so that the numerical claims can be audited without re-running training.
4070,narrative,"Code, the registered ROI definition and all small result tables / pair-level metrics are released with the project (); FaceScape meshes and large prediction arrays are not redistributed, as FaceScape is licensed separately."
4070,narrative,Every reported statistic can be re-derived from the committed per-pair CSVs and sweep outputs without the large arrays or FaceScape access.
4070,narrative,Code and reproducibility assets are available at https://github.com/Cecilialzq/Rhinoform.git.
4082,narrative,"This appendix contains the post-hoc spatial, qualitative and regional analyses that complement the principal evaluation in ."
4082,narrative,These analyses decompose the reported predictions; they do not alter the selected operating point.
4090,quantitative+implementation,"rfredrawindex15 Fig A.1 --- Six deterministic qualitative roles (REDRAW; replaces the new-paper per-case appendix figures, 4 1, plus full versions of the two roles shown in ) Claim: the qualitative audit is complete and rule-driven: median RMSE / control-RMS P10 / P90 / highest certificate iterations / largest gain / mandatory failure, one row each.\\ Style: Abrar-Rashid qualitative grid; each row 1 4 (source / target / certified RB-SR / per-vertex error), shared colourbar.\\ Data: REPO/results/rbsr\_final\_rerun\_holdout\_v1/posthoc\_subunit\_analysis\_v1/qualitative/cases/, roles specified in qualitative-case selection record; rendering reference final\_paper/figures/official/case\_01..06\_*.pdf."
4090,narrative,Tier: post-hoc (pre-specified selection).
4090,quantitative,See figure\_redraw\_inventory.md Fig A.1.
4105,narrative,rendered under shared scales.
4105,narrative,Roles were selected by deterministic rules specified before inspection; rows five and six are the extremes shown in .
4112,quantitative,"rfredrawindex16 Fig A.3 --- Per-subunit edge-strain p_95 (REDRAW; absorbs new-paper subunit-strain figure) Claim: completes the third metric of the sub-unit decomposition of .\\ Style: Abrar-Rashid grouped bars, method palette of Fig 5.2.\\ Data: REPO/results/rbsr\_final\_rerun\_holdout\_v1/posthoc\_subunit\_analysis\_v1/subunit\_means\_all\_methods.csv; rendering reference official/subunits\_edge\_strain\_p95.pdf."
4112,quantitative,See figure\_redraw\_inventory.md Fig A.3.
